time,city,state,shape,duration,summary,posted,lat,lon
02/06/2008 19:00,Anchorage,AK,Light,unknown,orb with tail captured on camera in Alaska 02.06.08,02/14/2008,61.2180556,-149.9002778
01/01/2008 00:08,Nunapitchuk,AK,Fireball,2-3 Minutes,Red fireball looking object passing a village in Alaska.,01/21/2008,60.8969444,-162.4594444
11/05/2007 20:30,Anchorage,AK,Triangle,4-5 seconds,Triangular shaped UFO blocks out starlight Anchorage evening sky,11/28/2007,61.2180556,-149.9002778
10/06/2007 22:00,Willow,AK,Circle,seconds,"One glow in the dark green orb flying in a northward direction above the treeline, visible for only seconds.",10/08/2007,61.7386111,-150.0727777
09/15/2007 02:30,Kenai Peninsula,AK,Triangle,10-20 seconds,3 Triangular objects in Alaksa,10/08/2007,59.8785222,-150.3952272
06/30/2007 22:09,North Pole,AK,Formation,Approx. 3hrs,((HOAX??))  Strange ships and electrical interference.,08/07/2007,90,0
04/24/2007 03:00,Homer,AK,Fireball,5 seconds,"Approx. 3:30 AM on the morning on April 24th four male adults driving alongside Kachamak Bay, in Homer, AK.",04/27/2007,59.6425,-151.5483333
03/04/2007 19:45,Eagle River,AK,Circle,,Fast moving blue object over Alaska sky. No trail. It then vanished.,03/08/2007,45.9171763,-89.2442988
02/18/2007 20:15,Slana,AK,Light,20 seconds,"02/18/07, 2015AST, a pale green light was observed travelling along the southern slopes of the Alaska Range in eastern central Alaska.",02/24/2007,50.2304622,14.0869438
01/27/2007 23:07,Anchorage,AK,Disk,"10,000","It was very bright and had lights that were very red, the disk was silver, and it stayed in the air for about 5 minutes.",02/01/2007,61.2180556,-149.9002778
12/31/2006 21:47,Fairbanks,AK,Fireball,4 minutes,We were on the porch the orange object went from east to west across the town sat on the west side for 45 seconds then went into space.,12/20/2012,64.8377778,-147.7163889
12/15/2006 12:00,Wasilla,AK,Oval,1:00 minute,it is round and oval and its really fast.,02/01/2007,61.5813889,-149.4394444
11/28/2006 17:20,Anchorage,AK,Light,3 seconds,an amazingly fast blue-green light pulsing to the chugach mountains in south anchorage,12/07/2006,61.2180556,-149.9002778
11/14/2006 23:25,Anchorage,AK,Light,2 seconds or so,"greenish ball of light moving rapidly in northern direction  at exactly 11:25 pm  Alaska time Nov. 14, 2006",12/07/2006,61.2180556,-149.9002778
11/10/2006 23:15,North Pole,AK,Other,20 seconds,"A tall line of green light from the ground up into the sky, 3"" wide, bright glowing for 20 sec. then narrowing until it was gone.",12/07/2006,90,0
10/23/2006 21:03,Anchorage,AK,Changing,@ 10 min.,"INTENSE AMBER-ORANGE HONEYCOMB SHAPED DUAL HORIZONTAL LIGHT;, SILENT DECENT....",12/07/2006,61.2180556,-149.9002778
10/23/2006 21:00,Anchorage,AK,Circle,2 Hours +,"Multiple craft sighted above a Anchorage, Ak",10/30/2006,61.2180556,-149.9002778
10/10/2006 23:55,Knik,AK,Triangle,5,"Slow moving, no sound,  illuminated (craft) triangle over Point McKenzie, Alaska.",10/30/2006,61.473347,-148.7925545
10/08/2006 14:02,Anchorage,AK,Disk,1:00,black disc-shaped object rose from behind a mountain then stopped and moved quickly to the south against a heavy wind,10/30/2006,61.2180556,-149.9002778
09/30/2006 14:30,Anchorage,AK,Disk,30 minutes,Large shiny white disk hovering West and East in afternoon sky.,10/30/2006,61.2180556,-149.9002778
09/30/2006 14:00,Anchorage,AK,Disk,45 minutes,Disk shaped object in sky for 45 minutes,04/27/2007,61.2180556,-149.9002778
06/15/2006 01:43,North Pole,AK,Oval,a couple seconds,Large white ball in the sky,07/16/2006,90,0
02/06/2006 12:00,Fairbanks,AK,Sphere,10 seconds,Flying disk,10/30/2006,64.8377778,-147.7163889
12/25/2005 23:30,Anchorage,AK,Light,5 min,"ufo was traveling above the clouds, over east Anchorage",02/14/2006,61.2180556,-149.9002778
12/15/2005 01:30,Wasilla,AK,Triangle,3 1/2 to 4 minutes,Stealth shapped silent object with no noise or vibration from north to south at slow sped and low altitude.,02/01/2007,61.5813889,-149.4394444
11/01/2005 00:30,Glennallen,AK,Unknown,3.5 hrs.,((HOAX??))  Aliens and UFOs on Halloween night near HAARP!!!,10/10/2011,62.1097214,-145.557302
10/18/2005 01:00,Anchorage,AK,Other,2 hours,"These Structures were gyrating, twirling, twisting and dancing like a lariat in a ribbon like manner at extremely high speed.",10/20/2005,61.2180556,-149.9002778
10/15/2005 23:00,Fairbanks,AK,Light,30,"4 balls floating over town , disappearing one by one and coming back , happend twice",03/11/2006,64.8377778,-147.7163889
08/11/2005 06:11,Suriname,AK,Unknown,30-45 minutes,"((HOAX??))This was not a ship or aircraft, but more a display of lights in different colors. It was like someone writing in the sky.",09/02/2005,3.919305,-56.027783
06/16/2005 19:00,Nikiski,AK,Triangle,15 min,"three of us were traveling to town when we witnessed what seemed to be a star       shaped bright light. As we approched the light, we",07/16/2006,60.6902778,-151.2888889
06/12/2005 14:00,Rio de Janeiro (Brazil),AK,Oval,15-20 minutes,OVNIS  AT THE BEACH...,09/02/2005,-22.9082998,-43.1970773
05/24/2005 18:30,Anchor Point,AK,Disk,5 minutes,Large UFO over Mt. ILIAMNA Alaska.  ((NUFORC Note:  Possible contrail behind a high-altitude jet??  PD)),05/28/2005,59.7766667,-151.8313889
04/23/2005 18:30,Juneau,AK,Disk,10 - 15 seconds,Saucer-like craft flies northwest,05/11/2005,58.3019444,-134.4197222
04/18/2005 00:00,Anchorage,AK,Oval,2 minutes,we spotted an ovular light emmiting craft with telescopes in the night,05/11/2005,61.2180556,-149.9002778
04/09/2005 22:50,Wasilla,AK,Light,10 sec./,birght light acceleratesat a high rate of speed.,04/16/2005,61.5813889,-149.4394444
03/04/2005 20:45,Fairbanks,AK,Light,15 seconds,"""star"" in an unknown to me, constellation started moving out of the ""formation"" and down, then another one went right to left.",05/11/2005,64.8377778,-147.7163889
02/26/2005 05:40,Ester,AK,Flash,25 mins,lights in the sky,04/16/2005,64.8557761,-147.9783109
01/25/2005 21:50,Anchorage,AK,Light,13 minutes,Bright Orange light moving slowly across the sky,01/27/2005,61.2180556,-149.9002778
01/13/2005 21:00,Fairbanks,AK,Other,45 Minutes,My UFO Sighting: CE II,10/08/2007,64.8377778,-147.7163889
01/13/2005 20:00,Fairbanks,AK,Other,45 Minutes,"Girded Structured UFO with many lights spends 45 minutes hovering over Fairbanks, Alaska on January 13, 2005",07/16/2006,64.8377778,-147.7163889
12/30/2004 20:00,Anchorage,AK,Light,15 min,"Two hovering lights above Anchorage, Alaska",01/11/2005,61.2180556,-149.9002778
12/20/2004 20:00,Fairbanks,AK,Unknown,About 15-30 Minutes,A Cluster of Fixed White Lights Hovering Over Fairbanks Alaska is Seen From Wal~Mart.,10/20/2005,64.8377778,-147.7163889
09/12/2004 03:00,Fairbanks,AK,Oval,3 hours,"Very Distant odd luminous light hangs in the Night sky for a number of hours moving slowly,Fades n disappears.  ((NUFORC:  Star?? PD))",10/27/2004,64.8377778,-147.7163889
08/17/2004 03:30,College Fjord,AK,Changing,15-20 mimutes,On August 17th were were on a Alaskan cruise aboard the Sun Princess on a north easterly course into Perry Passage and Wells Passage. A,09/01/2004,35.3418425,-119.0529839
08/16/2004 12:08,Anchorage,AK,Circle,10 seconds,6 Flying objects spotted in anchorage ak,08/24/2004,61.2180556,-149.9002778
05/28/2004 08:35,Anchorage,AK,Sphere,15-20 seconds,"I saw a silver sphere over Anchorage, Alaska, It stopped hovered and then disappeared before my eyes.",03/04/2008,61.2180556,-149.9002778
03/11/2004 21:30,Fairbanks,AK,Light,20 min,"for 20 min. watched 2 sets of stationary equally spaced large round yellow lights, one string of 4, one of 5, blinked out in order.",04/09/2004,64.8377778,-147.7163889
01/30/2004 20:00,Ketchikan,AK,Light,4 seconds,Explosive light over Alaska skies,01/31/2004,55.3422222,-131.6461111
01/11/2004 19:10,St. George Island,AK,Light,15min,3 lit objects travel from a sattelite,01/17/2004,56.5888398,-169.6145849
01/01/2004 00:00,Kenai,AK,Light,15 minutes,"At first they looked like bright stars, but stars don't move, right?",03/04/2008,60.5544444,-151.2583333
12/25/2003 00:00,Anchorage,AK,Sphere,approx 5 min,black sphere with bright orange spotlight appears on x-mas eve in Alaska.,07/25/2004,61.2180556,-149.9002778
11/24/2003 18:32,Fairbanks,AK,Disk,5 Minutes,"UFO speeding south, westward of Fairbanks.",12/09/2003,64.8377778,-147.7163889
10/22/2003 07:00,Anchorage,AK,Other,30sec,Me and my freinds saw a red light and it whent straight up fast (no plain can move up that fast)then disapered after about 30 sec,10/31/2003,61.2180556,-149.9002778
09/10/2003 23:30,Kenai,AK,Flash,30 sec,A Light In The Sky,09/12/2003,60.5544444,-151.2583333
09/08/2003 23:30,Anchorage,AK,Light,20 secs,More stars moving around over Anchorage,09/12/2003,61.2180556,-149.9002778
08/10/2003 03:00,Anchorage,AK,Other,driving to sward,it was square like shape and the whole underneth of the aircraft was glowing red hot and there were two round shadows behind it,09/09/2003,61.2180556,-149.9002778
08/07/2003 01:30,Fairbanks,AK,Circle,1hour 30 mins,((NUFORC Note:  Possible sighting of Mars.  PD))  Flickering Star like Object Moving Laterally at about 0130 hrs,08/28/2003,64.8377778,-147.7163889
06/25/2003 00:00,Council,AK,Oval,.5 hrs,Multiple sightings in Council Alaska possible abuctions of two known persons in the 1980's (1) and 1990's(1)... between August and Febr,02/14/2006,44.7298876,-116.4381985
04/19/2003 00:30,Anchorage,AK,Light,15 seconds,"""Stars"" moving together over Anchorage",04/22/2003,61.2180556,-149.9002778
03/29/2003 22:30,Iliamna,AK,Cylinder,30 seconds,it was green and fast and move at the speed of sound.,04/22/2003,59.7547222,-154.9061111
02/27/2003 21:10,Anchorage,AK,Light,10 minutes,A strange orange/reddish moving object emitted smaller object and then disappeared over Anchorage Alaska!,03/21/2003,61.2180556,-149.9002778
02/13/2003 14:00,Yakutat,AK,Changing,20 minutes,"ALASKA UFO, 2003, YAKUTAT, ALASKA.",04/27/2007,59.5469444,-139.7272222
01/24/2003 08:30,Anchorage,AK,Circle,1:30 minutes,My brother and I were going to school on mid-hillside walking toward the west when we saw lights in the sky to the south. The object pa,03/21/2003,61.2180556,-149.9002778
10/18/2002 05:30,Kotzebue,AK,Disk,10 sec,Saucer shaped aircraft taking off. Unbelievable acceleration. A bluish neon round light (glow) underneath the aircraft.,06/12/2008,66.8983333,-162.5966666
08/30/2002 23:30,St. George Island,AK,Unknown,3 seconds,Ball of light streaking upwards,09/13/2002,56.5888398,-169.6145849
06/05/2002 23:45,Bethel,AK,Other,1-2 minutes,Strange flyover  witnessed,07/01/2002,40.611167,-122.3549509
05/15/2002 03:00,Inside Passage,AK,Oval,2 minutes,"while on a cruise to alaska, (the inside passage) i with no hesitation saw 2 unidentified flying objects. they were circleling each oth",05/24/2005,54.800685,-131.44043
03/09/2002 08:30,Anchorage,AK,Triangle,10 minutes,Low flying triangular craft noticed traveling south along mountain range in Anchorage.,03/21/2003,61.2180556,-149.9002778
02/06/2002 00:35,North Pole,AK,Other,30 seconds,'Rocket boosters'  over North Pole AK,02/22/2002,90,0
02/06/2002 00:30,Fairbanks,AK,Fireball,5min,turn around for 1 min with gushing out smoke.,02/22/2002,64.8377778,-147.7163889
02/04/2002 02:55,Talkeetna,AK,Light,ongoing,several blue/wht lighted objects traveling at different speeds across sky and then back up to a larger light higher up in the sky,02/22/2002,62.3209046,-150.1066221
01/20/2002 20:00,Anchorage,AK,Unknown,1 minute,A reddish star like object moved very fast across the sky before dissappearing half-way across.,12/23/2002,61.2180556,-149.9002778
01/02/2002 21:32,Wainwright,AK,Light,90 seconds,"Bright light in the Alaska night sky, moving south-north at extreme speed",03/21/2003,52.83307,-110.8504696
12/15/2001 00:00,Cordova,AK,Sphere,10 minutes,the object hovered over the airstrip,01/05/2011,37.8881751,-4.7793835
12/01/2001 01:00,Turnagain Pass,AK,Sphere,15 Min,Giant ship seen hovering in Turnagain Pass,07/13/2005,60.8033333,-149.1852778
11/04/2001 22:30,Newhalen,AK,Light,2 hours,Bright red light fills sky.,11/20/2001,59.72,-154.8972221
10/12/2001 23:08,Eagle River,AK,Other,10 seconds,The stealth-shaped object was traveling at low altitude at a high speed with no sound and lights that flashed intermittently.,11/20/2001,45.9171763,-89.2442988
10/11/2001 02:15,Fairbanks,AK,Other,30 minutes,It looked like a star but it would move and after a few seconds a red aura would appear around it and emit objects.,10/12/2001,64.8377778,-147.7163889
09/15/2001 23:55,Nenana,AK,Fireball,1 second,"Streaking, glowing object bursts into bright green fireball and disappears",10/12/2001,64.5638889,-149.0930556
08/27/2001 05:30,Fairbanks,AK,Circle,10min+,"Extremely bright light circle with vapor release, accompanied by small less bright lights above Fairbanks, AK",10/12/2001,64.8377778,-147.7163889
08/12/2001 22:53,Petersburg,AK,Triangle,8 minutes,A silent lighted triangle,08/20/2001,-23.8961708,29.4486263
06/21/2001 02:15,Soldatna,AK,Disk,,((NUFORC Note:  Source indicates an alleged sighting of a disc.  No details provided.  PD)),08/05/2001,60.4877778,-151.0583332
06/10/2001 22:30,Anchorage,AK,Egg,15minutes,Egg has other egg,08/05/2001,61.2180556,-149.9002778
04/18/2001 01:00,Seward,AK,Triangle,12 hours,"Seward Alaska, April 2001--massive sighting of battleship sized black triangle and other UFO's could not be confirmed.",04/28/2001,60.1041667,-149.4422222
04/09/2001 05:22,Talkeetna (Matsue area),AK,Triangle,6:00,sitings in alaska,04/28/2001,62.3209046,-150.1066221
03/30/2001 22:00,Palmer,AK,Light,20 min,"Orange lights flying over Palmer Ak March 30,2011",04/03/2011,39.5751584,2.6536742
02/04/2001 08:05,Wrangell,AK,Light,25 minutes,"light, going from very bright to very dim, west of Wrangell island,slight rocking movement. Partly cloudly skies. Flash of red light ne",02/18/2001,56.4708333,-132.3766666
02/03/2001 20:15,Wrangell,AK,Light,10 minutes,"Unmoving, blue-white light , faint pulse.",02/18/2001,56.4708333,-132.3766666
12/31/2000 21:00,Anchorage,AK,Changing,4-6 hours,We could observe red lights dancing across the underside red lights were very bright and very active.,02/18/2001,61.2180556,-149.9002778
12/15/2000 16:36,North Pole,AK,Sphere,60+ minutes,"Bright Orange Sphere hovering low on horizon, rotating with ""outer aurora"" glow. Identical to objects reported in 09/24/98 and 02/10/99",12/20/2000,90,0
12/15/2000 10:00,Savoonga,AK,Disk,20 seconds,Looked like a spinning disk on apple computers when waiting for a program to load.,05/13/2012,63.6941667,-170.4788888
12/12/2000 22:00,North Pole,AK,Unknown,2-10 minutes,Strange black craft that blocks out stars.,05/24/2005,90,0
11/07/2000 00:10,Homer,AK,Other,<5sec and many mins,dark road....felt strange.....triangle.....,12/02/2000,59.6425,-151.5483333
10/26/2000 23:30,Anchorage,AK,Light,8 hours,"Missing time ........ Why is it 7:45 am , when I just looked at the clock and it was 1:15 am a second ago?",12/02/2000,61.2180556,-149.9002778
10/02/2000 23:00,Fairbanks,AK,,hour,"Lights gradually coming on, and then going off in formation.",12/23/2002,64.8377778,-147.7163889
05/25/2000 21:00,Ketchikan (area),AK,Oval,?,30 LIGHT OVAL SHAPE CIRCLE,06/06/2000,55.5103345,-131.389286
04/24/2000 23:15,Eagle River,AK,Light,60 seconds,"Far east of Eagle River, spotted a star and 2 lights in the sky between 2 mountain peaks.  One of the lights was red, one was white.  T",05/03/2000,45.9171763,-89.2442988
04/02/2000 18:00,Fairbanks,AK,Oval,30 secs,"Rolling oval, tumbling through the sky. Every rotation, half of the object appeared to be extremely shiny and reflecting sun light. No ",04/15/2000,64.8377778,-147.7163889
02/23/2000 08:18,Kenai,AK,Cone,30-40 sec,While bringing my children into school we all witness a white object in a cone shape moving across the horizon. My daughter saw it firs,02/23/2000,60.5544444,-151.2583333
01/18/2000 07:45,Juneau,AK,,10 minutes,event reported to be a meteorite streaked through the skies at aprox o745 hrs Tues 18 Jan.  It was reported to have impacted in the mts,02/16/2000,58.3019444,-134.4197222
11/27/1999 11:00,Seward,AK,Circle,,the clouds parted and there was a unusual bright orange sphere in the sky that lit up everything.,11/30/1999,60.1041667,-149.4422222
09/02/1999 21:00,Seward,AK,Light,3 min,"3 lights observed.  Pretty sure they were in orbit.  1 leading, 2 following equal distances from lead in triangular form heading in a n",10/19/1999,60.1041667,-149.4422222
09/02/1999 21:00,Seward,AK,Light,3 min,"US Navy's ""Classic Wizard"", aka ""White Cloud""",11/26/2003,60.1041667,-149.4422222
09/01/1999 23:00,Alaska,AK,Light,all week,There is High Auroral Activity all week that can probably be seen in Juneau to Seattle Lots of nuts will mistaken this as Unidentified ,09/12/1999,64.2008413,-149.4936733
09/01/1999 22:00,Nenana,AK,Light,20 minutes,Several stars moving then stopping and moving again in another direction.,05/24/2005,64.5638889,-149.0930556
